490,mixed,51.701,76.701,61.913999999999994,36.914,42.329,35.992,24.078,13.682,38.682,53.472,67.364,39.473,54.544,54.272,46.056
595,mixed,37.058,27.311,21.049,41.822500000000005,66.8225,86.33425,67.80175,61.094375,36.094375,33.665749999999996,36.181,69.651,74.063,34.17,51.816
100,mixed,57.784875,82.784875,84.453375,70.010375,52.224687499999995,27.224687499999998,20.767,18.6915,35.54662499999999,35.99825,81.514,35.268,61.48,55.854,63.096
144,mixed,43.559749999999994,68.55975,93.19024999999999,77.2830625,62.52728125,38.781421875,15.749179687499998,35.94258984375,11.697294921874999,36.697294921875,47.119,23.823,59.064,44.228,68.367
69,mixed,47.07449999999999,52.161,72.556,69.15700000000001,58.54125,33.541250000000005,32.906,37.9405,12.940499999999998,33.76,24.677,30.548,43.139,38.883,60.197
835,mixed,17.039,13.498,23.232,26.470499999999994,46.823750000000004,64.815875,48.9584375,73.20321875,48.203218750000005,42.039,75.593,90.802,33.764,50.616,51.693
422,mixed,72.967,62.5655,40.511125,17.705250000000003,4.568,25.727,47.033,56.683,79.488875,83.918,73.686,45.616,29.012,74.572,24.429
570,mixed,35.178,37.1175,36.5845,56.13675,76.627,81.14175,56.14175,55.634625,30.634625000000003,36.482,49.88,67.691,75.263,36.393,40.104
112,mixed,49.147062500000004,74.1470625,78.701,74.01575,57.75,32.75,16.019124999999995,41.019124999999995,27.215,27.504374999999996,51.047,24.94,39.847,52.669,70.119
158,mixed,60.281499999999994,80.68575,71.42150000000001,47.388,56.48650000000001,31.486500000000007,18.91,39.31425,48.5785,47.952,62.993,34.999,36.298,83.498,61.194
187,mixed,50.157,74.614,58.073,81.92500000000001,63.384,38.384,17.21,26.651,28.206,35.36,70.705,15.711,65.81,22.149,42.964
941,mixed,45.3774375,20.3774375,8.121,21.117,39.76899999999999,58.112937499999994,64.399,70.174,77.075,61.887062500000006,42.943,47.564,55.767,58.505,48.308
802,mixed,32.81075,44.236999999999995,31.205,47.003,42.653749999999995,67.275125,75.444,64.245,77.34625,52.724875000000004,26.318,65.147,41.929,41.184,55.185
290,mixed,83.8415,70.424875,51.920625,26.920625,17.909,23.8,36.1585,49.575125,65.679,61.036,69.309,58.079,15.909,50.209,62.145
174,mixed,65.1935625,85.83500000000001,66.517,74.369125,54.8064375,30.200874999999996,13.474,34.165,53.483,45.630875,42.747,37.857,36.885,49.426,53.799
836,mixed,18.317,23.601,12.248,30.29,35.603500000000004,59.32575,84.32575,71.579,49.218,43.317,45.417,45.896,43.665,26.817,37.232
969,mixed,53.258,29.54050000000001,38.249,33.78187500000001,47.5356875,62.17559375,59.41365625,84.41365625,72.4643125,57.82440625,53.913,81.217,45.1,40.566,38.89
293,mixed,72.72225,79.96074999999999,63.54837499999999,38.54837499999999,43.817375,18.817375,29.003,33.241,52.844,77.844,52.011,55.598,34.569,98.356,33.391
230,mixed,61.497749999999996,81.101,89.944,76.5885,54.5385,29.5385,25.5335,0.5334999999999983,23.849,36.497749999999996,67.28,36.062,60.124,89.573,57.107
622,mixed,29.784,17.404000000000003,31.4365,56.436499999999995,65.597,59.527,74.318,51.699,26.699,20.285,10.882,37.305,57.676,10.888,46.076
458,mixed,83.7965,76.888,63.5685,40.40350000000001,15.721,20.001,14.059999999999995,33.2665,56.43149999999999,58.796499999999995,51.411,45.619,29.103,65.689,26.495
277,mixed,58.9465,54.456,53.245,28.245,24.636,39.59575,40.1815,32.42475,57.42475,80.40425,55.452,60.035,13.022,72.217,55.023
839,mixed,33.097625,8.097624999999999,20.084,24.791,32.8335,57.8335,49.5965,74.59649999999999,76.81375,56.003,28.388,54.996,62.367,43.719,51.862
519,mixed,32.448,19.722,20.7115,44.82825,55.081,69.475,66.02,64.766875,39.766875,26.209,16.853,56.962,51.744,25.757,72.887
957,mixed,30.672500000000003,31.8715,6.871499999999999,13.96,37.527,47.848,72.848,50.547,74.34899999999999,55.6725,44.476,41.057,21.69,63.943,57.447
925,mixed,47.786,27.85,19.302,17.0085,23.939749999999997,48.076875,70.807,47.41,68.521,71.923125,33.614,43.928,47.229,50.636,41.025
685,mixed,17.369,16.172000000000004,23.347749999999998,39.382562500000006,55.362562499999996,80.3625625,67.694,59.745859375,39.1137890625,14.113789062499999,31.179,93.758,71.181,3.882,73.069
451,mixed,84.642,73.886,54.018499999999996,29.018499999999996,19.636,14.166,33.036,46.114000000000004,65.816,87.308,56.577,18.24,56.155,75.221,56.756
113,mixed,44.42,63.589,61.753,46.778,59.927499999999995,34.927499999999995,37.135999999999996,12.136000000000001,23.8305,48.8305,59.042,9.752,42.726,35.102,39.153
817,mixed,41.849999999999994,47.711,43.934000000000005,35.695,40.598,54.173500000000004,68.616,63.703,76.066,65.8265,43.18,61.161,48.594,53.999,60.212
73,mixed,58.324625,69.424,77.252,75.300625,54.20643749999999,29.206437499999996,42.748000000000005,20.777,10.290249999999997,33.324625,66.74,53.248,82.938,47.808,39.132
687,mixed,30.251,40.15,32.903999999999996,57.903999999999996,82.072,71.246,74.908,53.6485,28.648500000000002,13.449,31.394,44.645,47.983,33.054,71.019
931,mixed,35.13550000000001,33.12725,36.347,26.802250000000004,32.66006250000001,57.163593750000004,82.16359375,86.87275,72.988,60.13550000000001,37.061,74.483,61.263,54.698,32.145
725,mixed,5.267,26.9695,47.42775,61.217375000000004,74.676,71.196,66.8685,50.3255625,25.3255625,21.438,29.551,43.639,84.078,16.547,62.7
597,mixed,32.694,36.6205,48.8155,65.76675,85.1275,83.37950000000001,60.925,54.23325,34.872499999999995,12.653,28.148,67.788,74.129,36.919,54.025
853,mixed,52.15015625,28.6013125,37.474,35.71937500000001,40.47709375,60.04253125,67.84984375,70.274,79.52290625,59.95746875,49.314,84.357,24.842,46.33,63.164
143,mixed,48.925593750000004,73.92559375,72.272,61.9135,49.120125,24.120125,36.8825,11.882500000000002,32.66,29.609562500000006,61.879,7.75,39.046,49.048,27.171
716,mixed,19.5325,37.50425,51.5595,54.706125,51.491,76.491,61.122499999999995,50.7081875,25.7081875,39.559,39.873,54.424,40.112,26.056,60.174
345,mixed,83.2685,65.563,63.602500000000006,38.602500000000006,34.817,46.559,24.809,29.03875,54.03875,65.262,98.465,44.232,57.815,65.005,62.089
401,mixed,84.678,83.863,64.146,50.05949999999999,25.919,29.673,15.475,23.207,48.207,69.9405,46.954,33.103,46.523,58.947,43.383
745,mixed,33.228,44.543,46.81824999999999,57.664249999999996,74.485,75.457,65.233875,51.284812499999994,26.284812499999994,25.659,30.703,79.121,59.463,24.142,53.735
768,mixed,36.368874999999996,21.945,32.775,25.294500000000003,34.859500000000004,59.220875,83.631125,94.7055,81.90350000000001,60.779125,41.394,76.409,32.985,74.241,56.715
410,mixed,83.71000000000001,59.3,70.75075,54.994,34.264,36.885,29.602,34.341499999999996,49.24924999999999,65.006,47.25,46.489,44.258,32.035,70.186
289,mixed,82.0995,60.9775,52.716499999999996,42.639500000000005,17.639500000000005,38.256,37.9005,59.022499999999994,67.28349999999999,72.942,61.203,70.256,55.639,71.716,25.708
499,mixed,49.91,73.778,69.9305,44.930499999999995,45.438,29.102,12.524000000000004,20.657,45.657,70.034,95.835,32.641,63.799,57.952,48.682
907,mixed,40.32093749999999,15.320937499999994,37.3095,26.7655,47.468,56.2664375,78.832,80.096,72.532,63.733562500000005,65.325,68.729,68.039,56.248,47.974
893,mixed,42.649,36.9875,11.987499999999999,25.428,22.0465,47.0465,63.475,63.022,71.843,67.649,43.817,40.342,2.376,56.014,36.688
72,mixed,49.1383125,74.1383125,94.43875,79.168125,57.0091875,32.0091875,25.561250000000005,38.17425,13.174250000000002,27.162875000000003,59.828,23.772,93.006,61.757,48.441
432,mixed,77.694,73.48849999999999,59.322250000000004,34.322250000000004,31.394,22.987,42.306000000000004,30.626,54.281000000000006,79.281,77.363,61.721,13.316,67.982,40.602
569,mixed,39.5215,21.63725,40.654624999999996,59.60731249999999,77.965,62.331,60.573,56.65684374999999,31.656843749999997,55.831,41.127,69.071,80.064,69.047,33.561
269,mixed,86.143,74.29,75.038,54.302625,30.283250000000002,15.979,26.36,23.1215,44.962,65.697375,59.344,51.932,20.399,66.465,63.969
437,mixed,67.2885,45.249,58.775499999999994,33.775499999999994,26.191,30.682750000000006,21.496,33.241625,55.2038125,80.2038125,75.621,60.56,52.564,65.733,56.667
200,mixed,62.4585,76.589,73.3865,70.97,50.138000000000005,25.138000000000005,46.613499999999995,31.023,36.815,37.4585,47.384,34.497,46.375,67.652,36.513
670,mixed,20.554,22.377,15.769000000000002,40.769,61.391,81.883,56.882999999999996,57.923,57.469,36.168,42.275,78.577,38.38,32.435,41.179
571,mixed,38.574,29.796,43.203,55.53399999999999,74.274,74.1755,71.476,58.107499999999995,33.1075,45.82449999999999,34.149,78.001,64.141,26.53,42.878
823,mixed,37.808499999999995,27.5775,16.295250000000003,32.403625,41.39931250000001,61.795406250000006,64.121,79.983,74.154,58.204593749999994,31.956,89.674,33.926,43.781,45.555
